timestamp,signal_id,value
2026-01-01 00:00:00,0,-0.7106315921373815
2026-01-01 00:00:01,1,1.3036910308855902
2026-01-01 00:00:02,2,0.04374459779333586
2026-01-01 00:00:03,3,-0.9938974105825764
2026-01-01 00:00:04,4,-1.587379807865498
2026-01-01 00:00:05,5,1.7661574263705726
2026-01-01 00:00:06,6,-1.079477420747877
2026-01-01 00:00:07,7,0.3883832042290556
2026-01-01 00:00:08,8,-0.5337957111735789
2026-01-01 00:00:09,9,2.16726652246412
2026-01-01 00:00:10,10,2.3610857310665843
2026-01-01 00:00:11,11,-0.5389574781789291
2026-01-01 00:00:12,12,0.5738056399612426
2026-01-01 00:00:13,13,1.880325120094904
2026-01-01 00:00:14,14,2.469397126531755
2026-01-01 00:00:15,15,-0.7191078592729311
2026-01-01 00:00:16,16,-0.4821541594156724
2026-01-01 00:00:17,17,-0.3006672662113057
2026-01-01 00:00:18,18,0.09577082452417911
2026-01-01 00:00:19,19,-0.3563072640370185
2026-01-01 00:00:20,20,1.1338909535241506
2026-01-01 00:00:21,21,-1.2242114907672408
2026-01-01 00:00:22,22,1.3170072470143241
2026-01-01 00:00:23,23,0.5510942885956391
2026-01-01 00:00:24,24,-0.17991131276564895
2026-01-01 00:00:25,25,0.16284970096021348
2026-01-01 00:00:26,26,-0.32281769148787043
2026-01-01 00:00:27,27,2.098113035261128
2026-01-01 00:00:28,28,0.745907745853673
2026-01-01 00:00:29,29,-0.9780518686572178
2026-01-01 00:00:30,30,0.97047023996486
2026-01-01 00:00:31,31,-0.8360620963783909
2026-01-01 00:00:32,32,-0.7898897423307587
2026-01-01 00:00:33,33,0.3183672108190824
2026-01-01 00:00:34,34,0.33534900584389954
2026-01-01 00:00:35,35,2.8081343740612117
2026-01-01 00:00:36,36,-0.49381821055179864
2026-01-01 00:00:37,37,0.0013593306041361243
2026-01-01 00:00:38,38,-0.38720698503097295
2026-01-01 00:00:39,39,0.7565672766456599
2026-01-01 00:00:40,40,0.3912246577564494
2026-01-01 00:00:41,41,-0.62007064033517
2026-01-01 00:00:42,42,-1.1839334101074863
2026-01-01 00:00:43,43,0.4531126614567121
2026-01-01 00:00:44,44,-0.42095665626754414
2026-01-01 00:00:45,45,-0.06253709688645452
2026-01-01 00:00:46,46,0.9270742517453147
2026-01-01 00:00:47,47,1.05229421597534
2026-01-01 00:00:48,48,-0.780269121940483
2026-01-01 00:00:49,49,0.3686857261751354
2026-01-01 00:00:50,50,-0.303431707509093
2026-01-01 00:00:51,51,0.09334308947280609
2026-01-01 00:00:52,52,-1.3906595970001483
2026-01-01 00:00:53,53,-0.31412222005134904
2026-01-01 00:00:54,54,1.0840167516142045
2026-01-01 00:00:55,55,1.0543725875670655
2026-01-01 00:00:56,56,-1.2232677783625228
2026-01-01 00:00:57,57,0.18693350881140677
2026-01-01 00:00:58,58,-0.10046707169759939
2026-01-01 00:00:59,59,1.4894524175413622
2026-01-01 00:01:00,60,0.9315902913000046
2026-01-01 00:01:01,61,-0.17692978190591224
2026-01-01 00:01:02,62,1.1178272781258802
2026-01-01 00:01:03,63,0.5399993420194896
2026-01-01 00:01:04,64,-1.07644676699016
2026-01-01 00:01:05,65,-0.08907748772352657
2026-01-01 00:01:06,66,0.3953432271901145
2026-01-01 00:01:07,67,0.8520895116465469
2026-01-01 00:01:08,68,-0.20983138894418743
2026-01-01 00:01:09,69,-0.1303917478289756
2026-01-01 00:01:10,70,0.29082200506491707
2026-01-01 00:01:11,71,2.082271739236066
2026-01-01 00:01:12,72,-0.4498027683152665
2026-01-01 00:01:13,73,0.032485527130284624
2026-01-01 00:01:14,74,0.4651570467771442
2026-01-01 00:01:15,75,-0.9779310400235162
2026-01-01 00:01:16,76,0.6219314483268452
2026-01-01 00:01:17,77,-0.9819172338126342
2026-01-01 00:01:18,78,-0.3533014429099696
2026-01-01 00:01:19,79,-0.2861343965415478
2026-01-01 00:01:20,80,-0.6077525649848611
2026-01-01 00:01:21,81,-0.4773407124577872
2026-01-01 00:01:22,82,-0.9389069744106413
2026-01-01 00:01:23,83,-1.69013244672467
2026-01-01 00:01:24,84,-0.5514913002703947
2026-01-01 00:01:25,85,1.491381270565053
2026-01-01 00:01:26,86,-0.2654926003322348
2026-01-01 00:01:27,87,1.0143723193590455
2026-01-01 00:01:28,88,1.9784904843931612
2026-01-01 00:01:29,89,0.4738163032197142
2026-01-01 00:01:30,90,0.8500585083069855
2026-01-01 00:01:31,91,1.6135885901669855
2026-01-01 00:01:32,92,-1.3223798437059928
2026-01-01 00:01:33,93,-0.35042884659617923
2026-01-01 00:01:34,94,-0.3266093289453536
2026-01-01 00:01:35,95,-0.6306557391359046
2026-01-01 00:01:36,96,-2.2887000482225517
2026-01-01 00:01:37,97,0.5472345253617057
2026-01-01 00:01:38,98,-0.0026799551791920144
2026-01-01 00:01:39,99,0.27365881750939114
2026-01-01 00:01:40,100,1.1038845708701444
2026-01-01 00:01:41,101,1.5416061935287435
2026-01-01 00:01:42,102,1.3020231128099942
2026-01-01 00:01:43,103,-0.04165014505124042
2026-01-01 00:01:44,104,-0.4744890230760818
2026-01-01 00:01:45,105,0.928421906545986
2026-01-01 00:01:46,106,1.4627206942012512
2026-01-01 00:01:47,107,-0.0738871613711708
